valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.647,1923,0.994,['Margaret Johnson'],0.583,161560,0.214,0,3GuVFPnSVW036wmwUrXQ9Q,3.3e-05,10,0.446,-13.687,1,Changeable Daddy Of Mine,6,1923,0.0423,101.916
0.794,1923,0.945,['Louis Armstrong'],0.562,193667,0.525,0,3MUeRkKpLxxyRFzqMTj1HY,0.0949,3,0.129,-8.992,1,"Chinatown, My Chinatown",5,1923,0.142,158.373
0.816,1923,0.927,['Louis Armstrong'],0.741,195960,0.284,0,3jic1HtQwJwaKnBL4ykuwZ,0.0788,3,0.0633,-10.406,1,My Sweet,4,1923,0.0505,105.84
0.957,1923,0.98,"[""Carroll Dickerson's Savoyagers""]",0.78,191400,0.368,0,3pcaFPeiPvuLD46XTuVNiF,0.907,5,0.0798,-13.855,1,Symphonic Raps,6,1923,0.0958,115.401
0.637,1923,0.995,['Nolan Welsh'],0.657,211800,0.136,0,3qByw3YrQnpjMttThvwclS,7.64e-05,11,0.118,-14.723,1,The Bridwell Blues,4,1923,0.339,72.492
0.43,1923,0.996,['The Southern Serenaders'],0.66,191173,0.184,0,3yJC2QZqAm1i2wSob2Cpyv,0.941,10,0.305,-13.993,1,Alone At Last,5,1923,0.0322,107.328
0.946,1923,0.912,['Louis Armstrong'],0.68,176333,0.47,0,43WZyNbzOJOnKQStu8if8E,0.907,11,0.0819,-8.644,0,St. Louis Blues - Alternate Take B,6,1923,0.11,181.038
0.5870000000000001,1923,0.995,"[""Clarence Williams' Blue Five""]",0.6729999999999999,178827,0.132,0,46ddI0x8tLiOjDFqb2TQ5R,0.108,10,0.26,-15.685,1,Papa De Da Da,6,1923,0.0771,105.5
0.6509999999999999,1923,0.953,['Lillie Delk Christian'],0.851,191307,0.221,0,4Bk8r390pyafdSPtWoUKwz,7.36e-06,8,0.0692,-12.89,0,I Must Have That Man,5,1923,0.0932,116.444
0.5770000000000001,1923,0.951,['Louis Armstrong & His Savoy Ballroom Five'],0.66,213000,0.118,0,4Ewzp7BFfvcXofZnvrYwFx,0.452,7,0.0841,-13.172,1,I Can't Give You Anything But Love,5,1923,0.0648,108.305
0.82,1923,0.933,['Louis Armstrong & His Hot Seven'],0.679,194293,0.14400000000000002,0,4PD69KQwh9GccLW2647tTL,0.168,3,0.0915,-14.081,1,Gully Low Blues,6,1923,0.0975,108.832
0.544,1923,0.986,['Louis Armstrong & His Hot Five'],0.8109999999999999,208040,0.151,0,4j1w8LCA1MLSnTYxMVXQ63,0.8690000000000001,7,0.0965,-14.297,1,Savoy Blues,5,1923,0.0823,127.944
0.638,1923,0.975,['Louis Armstrong'],0.5529999999999999,171533,0.255,0,5EMxMmB4iSzA8jMNgLcTtO,0.804,10,0.531,-8.575,1,Song Of The Vipers,5,1923,0.0874,181.769
0.534,1923,0.995,['Maggie Jones'],0.551,192200,0.196,0,5SM5voPROPhpgLuqRpGnNp,0.00325,0,0.384,-14.692,1,Good Time Flat Blues,6,1923,0.0594,76.598
0.465,1923,0.98,"['Bertha ""Chippie"" Hill']",0.4920000000000001,172973,0.115,0,5rgmvqVTH38BKIhzEHanMq,0.0,9,0.037000000000000005,-15.788,1,Low Land Blues,5,1923,0.0898,172.97099999999998
0.6920000000000001,1923,0.995,['Louis Armstrong & His Hot Five'],0.5579999999999999,194267,0.19,0,6JLKiy1LMbmYY8JOM38UR9,0.5720000000000001,3,0.113,-14.621,1,Cornet Chop Suey,5,1923,0.0869,170.06599999999997
0.882,1923,0.99,['Lillie Delk Christian'],0.603,173173,0.28600000000000003,0,6TBNeFMHsIarzHz8cz74KA,0.000713,7,0.0682,-13.73,1,Too Busy,4,1923,0.0806,176.56599999999997
0.564,1923,0.988,"['Hociel Thomas', 'Louis Armstrong']",0.536,198467,0.128,0,7H5X09Fl9MN0FhICH4TSF6,0.0,2,0.314,-13.093,1,Listen To Ma,5,1923,0.0435,91.937
0.895,1923,0.995,['Louis Armstrong & His Hot Five'],0.6990000000000001,177093,0.273,0,7eKV3eq2hqgAkYaWF3voms,0.3670000000000001,7,0.108,-11.624,1,Big Butter And Egg Man,5,1923,0.0886,102.375
0.575,1923,0.996,"['Bertha ""Chippie"" Hill', 'Louis Armstrong']",0.6609999999999999,178707,0.134,0,0YIo0uq3o867nFkE9I9hf2,0.0011,2,0.119,-12.61,1,Pleadin' for the Blues,4,1923,0.0763,71.497
0.456,1923,0.982,['Louis Armstrong & His Hot Five'],0.726,197627,0.254,0,0fuLzjcUhMW9s6NBsDb22L,0.33,1,0.0398,-10.298,0,Tight Like This,3,1923,0.124,110.86
0.8140000000000001,1923,0.992,['Seger Ellis'],0.564,186467,0.203,0,0oqDrehB6TLZNZk7J4sTKA,5.45e-06,4,0.457,-11.501,1,To Be In Love,4,1923,0.0743,160.767
0.5760000000000001,1923,0.989,['Louis Armstrong'],0.5589999999999999,185973,0.266,0,2ohtXE5y4GhN0Zxvalubes,0.847,0,0.448,-9.804,1,On The Sunny Side Of The Street - Part 2,4,1923,0.0512,101.279
0.594,1923,0.986,['Louis Armstrong & His Hot Five'],0.604,207000,0.279,0,4Q5I6riVFNV4mJaqSCmB0C,0.237,10,0.275,-11.588,1,Basin Street Blues - rec. 1928,4,1923,0.0446,123.271
0.8370000000000001,1923,0.981,['Louis Armstrong & His Hot Seven'],0.6659999999999999,192760,0.278,0,5f5zQytojoUSXcJKSJ4hJO,0.405,7,0.107,-14.148,1,Put 'Em Down Blues,4,1923,0.0926,101.729
0.807,1923,0.995,['Francisco Canaro'],0.501,172187,0.39,0,0CvmUvqBk83K7aD1FitfXn,0.963,2,0.173,-14.475,1,Sol Mio - Remasterizado,0,1923-07-09,0.05,83.162
0.6859999999999999,1923,0.988,['Dranem'],0.653,139707,0.319,0,0GBMsGrBHw8rifEpXZabKx,0.0,7,0.266,-13.706,1,Le Moment De M'en Aller,0,1923,0.0519,102.225
0.597,1923,0.992,['Ignacio Corsini'],0.47,152947,0.28,0,0GkpS6KjxFsNt61hOpB2j9,0.926,11,0.107,-19.32,1,La Payasa - Remasterizado,0,1923-03-29,0.129,130.445
0.532,1923,0.992,['Ignacio Corsini'],0.414,174387,0.248,0,0fdCpczLwvzvAyzCGGOZtX,0.884,6,0.172,-21.685,1,Entre Criollos - Remasterizado,0,1923-03-29,0.0905,74.08800000000002
0.57,1923,0.996,['Ignacio Corsini'],0.5720000000000001,120093,0.0909,0,0pfb51HxNzI3bNVjKasaKK,0.908,11,0.246,-24.536,1,Vencida - Remasterizado,0,1923-03-29,0.139,131.55
0.767,1923,0.992,['Gaby Montbreuse'],0.435,160907,0.353,0,1B9DQSfiDWhYZmkqbYyonp,0.0,2,0.303,-14.907,1,C'est Au Bal Musette,0,1923,0.0992,77.699
0.8029999999999999,1923,0.991,['Edmée Favart'],0.7829999999999999,141040,0.341,0,1C24gb2rQwSd262BP09DNB,0.0,2,0.589,-14.903,1,Chanson De Route De Ciboulette,0,1923,0.873,121.287
0.759,1923,0.98,['Georgius'],0.635,204400,0.285,0,1HfsGFkj5HdvEUyiWAr5Bv,0.0,1,0.446,-16.475,1,Ma Gosse,0,1923,0.217,123.849
0.823,1923,0.989,['Hafız Ahmet Celâl Tokses'],0.234,175541,0.401,0,1IM5GNo7ctGQ6cfHS8C6XE,0.993,4,0.393,-15.225,0,Pala Oyunu,0,1923-12-18,0.04,77.395
0.444,1923,0.989,['Francisco Canaro'],0.424,166587,0.28300000000000003,0,1VtCBfQf6KdQfmBgpRUUdY,0.968,6,0.289,-15.550999999999998,1,Fakir - Remasterizado,0,1923-07-09,0.0509,138.19
0.621,1923,0.995,['Robert Jysor'],0.496,184427,0.32,0,1YjHwSX3Y7X8586eaXM1Kk,0.0,0,0.272,-12.255,1,Tu Voudrais Me Voir Pleurer,0,1923,0.0847,108.512
0.182,1923,0.994,['Safiye Ayla'],0.227,204173,0.423,0,1aN3D9FqE9P7slzb60Eqwj,0.787,6,0.439,-8.111,1,Hicran,0,1923-01-04,0.095,81.23899999999998
0.556,1923,0.99,['Adolphe Bérard'],0.38,183133,0.235,0,1eLbwzyHyUne68R2yXPidS,0.0,4,0.457,-15.970999999999998,1,Le Tapis Vert,0,1923,0.053,82.78299999999999
0.19,1923,0.995,['Hafız Ahmet Celâl Tokses'],0.26,167680,0.333,0,1lxRFRONmnUxRz5YhQAAwX,0.917,4,0.51,-17.084,1,Pek Muztaribim,0,1923-12-18,0.0896,78.08
0.618,1923,0.992,['Francisco Canaro'],0.377,170800,0.335,0,1u9zTLc3iWTud0cZM83CDr,0.961,1,0.173,-16.295,1,Cuando Buda Sonríe - Remasterizado,0,1923-07-09,0.0426,79.422
0.733,1923,0.994,['Francisco Canaro'],0.563,174667,0.426,0,1xci8Zmd0JnJD5g2WwXpNx,0.96,11,0.209,-13.831,0,Electric Girl - Remasterizado,0,1923-07-09,0.14800000000000002,80.204
0.66,1923,0.996,['Ignacio Corsini'],0.574,178147,0.0119,0,1yMDC3pVzxKlcKwwwiFSmt,0.936,5,0.099,-28.427,0,Sacate la Caretita - Remasterizado,0,1923-03-29,0.102,125.425
0.89,1923,0.994,['Francisco Canaro'],0.515,180387,0.272,0,21QQ5ZuQUjPQQRi1JzR8GY,0.97,4,0.15,-15.873,0,Veranito de San Juan - Remasterizado,0,1923-07-09,0.108,130.063
0.453,1923,0.815,['Harry Curtis'],0.433,162064,0.422,0,25SMQZnHTtKcUxFIpG7Mhp,9.67e-06,10,0.114,-12.455,1,The Loveliest Night of the Year,0,1923,0.0418,160.02100000000004
0.424,1923,0.996,['Francisco Canaro'],0.397,156587,0.229,0,2626aAS6eQgc6CvdLVnoOw,0.8370000000000001,6,0.379,-15.284,0,La Danza de las Libélulas - Remasterizado,0,1923-07-09,0.0365,80.086
0.599,1923,0.996,['Ignacio Corsini'],0.493,150640,0.109,0,282GBb96Uc1l3nvDZU14Wr,0.8220000000000001,2,0.4,-23.485,0,La Garconniere - Remasterizado,0,1923-03-29,0.423,120.344
0.843,1923,0.993,['Gaby Montbreuse'],0.6409999999999999,206000,0.28300000000000003,0,2DMT63ps2b8F2PmbVG1Jtu,6.98e-06,8,0.15,-16.471,1,D'la Vraie Amour,0,1923,0.316,65.865
0.614,1923,0.994,['Francisco Canaro'],0.6,151467,0.243,0,2TdBHm411Q9eU09zF24HHW,0.992,4,0.15,-15.922,0,Padre Nuestro - Remasterizado,0,1923-07-09,0.055,125.772
0.934,1923,0.978,['Félix Mayol'],0.623,173427,0.292,0,2d3OQvoLSn9NA4sMGIYxNT,0.0,4,0.341,-11.501,1,La Valse Du Faubourg,0,1923,0.0558,61.28
0.253,1923,0.996,['Ignacio Corsini'],0.415,153147,0.0359,0,2dnaGKlRop5kaBJjEKW7j0,0.914,1,0.105,-29.191,0,Juventud - Remasterizado,0,1923-03-29,0.0562,70.347
0.51,1923,0.995,['Ignacio Corsini'],0.502,171107,0.298,0,2gFUqcLFUDVXcWmeKAOnGd,0.919,5,0.285,-15.321,0,Pobre Cotorro - Remasterizado,0,1923-03-29,0.0805,135.238
0.5489999999999999,1923,0.994,['Ignacio Corsini'],0.391,146827,0.14300000000000002,0,2p6Iprr9YSwoPEr9Z24uVj,0.318,7,0.147,-23.364,1,Beso de Sol - Remasterizado,0,1923-03-29,0.0425,78.544
0.56,1923,0.994,['Ignacio Corsini'],0.335,185853,0.305,0,2yqz75MA7AtLje5drtf8Gq,0.89,11,0.407,-19.576,0,Mi Alazan Tostado - Remasterizado,0,1923-03-29,0.0427,100.941
0.536,1923,0.995,['Mlle Davia'],0.519,171933,0.292,0,2zFWLv60Tyz6D7SUQUNZtH,0.0502,0,0.474,-15.185,1,Elle N'est Pas Si Mal Que Ca,0,1923,0.0852,83.334
0.8490000000000001,1923,0.975,['André Baugé'],0.607,127893,0.279,0,34rdVyVGI2u6I0tNWc8v0Y,0.0,5,0.219,-13.411,1,Nous Avons Fait Un Beau Voyage,0,1923,0.174,73.673
0.942,1923,0.995,['Francisco Canaro'],0.47,171187,0.43,0,35gyMzxIMFL4e2YL5hkpH6,0.981,5,0.177,-13.013,1,I Ain't No Body's Darling - Remasterizado,0,1923-07-09,0.0516,166.475
0.8059999999999999,1923,0.758,['Harry Curtis'],0.725,130064,0.377,0,3DWEcGDSXu42LYHbSVYguU,1.19e-06,11,0.118,-12.955,1,There's No Tomorrow,0,1923,0.0324,109.982
0.698,1923,0.995,['Ignacio Corsini'],0.435,153187,0.212,0,3IOmj6NIiknYGtIuFGBSBG,0.0165,6,0.252,-21.562,0,Muchachita Loca - Remasterizado,0,1923-03-29,0.0479,122.928
0.727,1923,0.995,['Francisco Canaro'],0.618,176200,0.306,0,3V2R1hDixOyRYEIWdYm0OC,0.967,8,0.12,-13.928,0,Nubes de Humo - Remasterizado,0,1923-07-09,0.0535,122.623
0.76,1923,0.995,['Francisco Canaro'],0.336,157867,0.415,0,3XHUxnjmA15lbMDcGYiWwZ,0.984,0,0.264,-15.088,1,Eleonore - Remasterizado,0,1923-07-09,0.17,167.96
0.804,1923,0.992,['Robert Jysor'],0.6659999999999999,188840,0.366,0,3ZKOtk1YGKwrQkDhi73zJr,0.0,1,0.336,-12.874,0,Dans Les Jardins De L'alhambra,0,1923,0.0682,108.158
0.885,1923,0.758,['Harry Curtis'],0.718,143073,0.506,0,3erNdiLPou8N2daJMvaaWv,9.75e-06,7,0.0615,-10.519,1,Dinah,0,1923,0.0362,130.062
0.7290000000000001,1923,0.7140000000000001,['Harry Curtis'],0.627,147069,0.415,0,3f4HAZPUTSrQbK6jCwQhnx,0.0,0,0.16399999999999998,-11.671,1,You Broke the Only Heart That Ever Loved You,0,1923,0.0462,133.901
0.779,1923,0.8590000000000001,['Harry Curtis'],0.733,184059,0.516,0,3lWtpc2gKflv5xG7qGVA9l,0.0,2,0.0913,-11.97,1,I Can't Give You Anything But Love,0,1923,0.0475,139.964
0.561,1923,0.906,['Harry Curtis'],0.743,150570,0.417,0,3zsFs71s4rmanTNdQUatzS,0.0,5,0.0982,-10.234,1,You Never Miss the Water till the Well Runs Dry,0,1923,0.0313,119.96
0.236,1923,0.88,['Harry Curtis'],0.475,209058,0.294,0,41RLkvyELWv5ydLwQ6FsLu,0.0,10,0.109,-12.168,1,You Always Hurt the One You Love,0,1923,0.0381,126.301
0.711,1923,0.996,['Francisco Canaro'],0.407,160787,0.407,0,4IZb9POk9nkymYNibJkUxh,0.982,0,0.29600000000000004,-16.127,0,Negro Veio - Remasterizado,0,1923-07-09,0.116,134.869
0.59,1923,0.994,['Ignacio Corsini'],0.537,130347,0.273,0,4Oy82y4C7BmmbRKwqtnHP9,0.866,9,0.161,-21.049,1,Fin de Fiesta - Remasterizado,0,1923-03-29,0.114,126.42
0.88,1923,0.995,['Ignacio Corsini'],0.52,138387,0.168,0,4aBACPRAZ0c9aE4hANFqQC,0.916,6,0.106,-25.089,0,El Ranchito - Remasterizado,0,1923-03-29,0.0598,133.933
0.785,1923,0.818,['Harry Curtis'],0.825,161071,0.476,0,4eM1VXQJL2BUF8oS5z0aMg,0.0,1,0.0901,-10.491,1,Sleepy Time Gal,0,1923,0.0328,119.979
0.684,1923,0.992,['Ignacio Corsini'],0.375,165787,0.345,0,4k5a1oCScvCZQitzrWsND1,0.898,4,0.266,-20.106,0,La Vuelta de Mi Amor - Remasterizado,0,1923-03-29,0.337,74.236
0.706,1923,0.976,['Georgius'],0.613,182440,0.457,0,4qCTrMjyVYDIGVKSGbuBNF,0.0,7,0.192,-15.501,1,Il N'osait Pas Se Decider,0,1923,0.51,76.682
0.584,1923,0.995,['Gaby Montbreuse'],0.599,185067,0.227,0,4rU4TQ59s6Z91flH6bqPKM,4.49e-05,10,0.129,-14.867,0,Le Roudoudou,0,1923,0.0646,78.265
0.6609999999999999,1923,0.838,['Harry Curtis'],0.7020000000000001,124056,0.3720000000000001,0,4xHyPfnrvKvatqt2oj3b4V,0.0,0,0.13,-10.667,1,I Don't Know Enough About You,0,1923,0.0894,156.09
0.593,1923,0.995,['Francisco Canaro'],0.332,179987,0.29100000000000004,0,4xoxTpgNnolA6lk5yIVtmB,0.858,1,0.404,-16.271,1,Nerón - Remasterizado,0,1923-07-09,0.0555,186.573
0.779,1923,0.993,['Ignacio Corsini'],0.394,164867,0.327,0,50x81sb0gBee8tf30mm8C9,0.764,1,0.14,-20.112,1,Pelele - Remasterizado,0,1923-03-29,0.12,63.228
0.807,1923,0.992,['Maurice Chevalier'],0.564,145973,0.247,0,51aC0HxEnEvhiuCRRXwipW,0.0,7,0.201,-16.23,1,Si Vous N'aimez Pas Ca,0,1923,0.29100000000000004,76.223
0.795,1923,0.969,['Maurice Chevalier'],0.496,201400,0.297,0,52LOYFwwceYeK0A0XCA8CG,0.0,2,0.165,-16.775,1,C'est Paris,0,1923,0.0816,84.27799999999998
0.272,1923,0.905,['FanChants: Navijači Radnički 1923'],0.406,117944,0.947,0,52rqxBsKzlyuWPkZDTryPJ,0.00225,11,0.821,-4.784,1,Ekipa Je Na Nogama,0,1923,0.282,129.659
0.316,1923,0.994,['Francisco Canaro'],0.433,176147,0.381,0,53RV0sULomDyKTBNttT8rP,0.0,3,0.236,-8.127,0,Dejeme Que la Acompañe - Remasterizado,0,1923-07-09,0.0433,129.194
0.762,1923,0.996,['Francisco Canaro'],0.5660000000000001,170667,0.312,0,545izoN6zrJPVbxnuWWv6e,0.951,11,0.252,-16.077,0,Pelele - Remasterizado,0,1923-07-09,0.0853,129.161
0.8190000000000001,1923,0.995,['René De Buxeuil'],0.511,145427,0.267,0,55ihYpQJAmCxrStWCqbyLz,0.000242,0,0.16,-17.493,1,Y'a Des Loups,0,1923,0.0862,133.22
0.675,1923,0.7709999999999999,['Harry Curtis'],0.721,115069,0.394,0,56nYVNAo1pyeR5lNyQDkaw,0.0,2,0.371,-10.624,1,Linda,0,1923,0.0651,107.884
0.706,1923,0.993,['Ignacio Corsini'],0.337,188067,0.311,0,59wHAfTZzQLjlRuki5fQbA,0.977,2,0.745,-19.693,1,Cariño Eterno Irene - Remasterizado,0,1923-03-29,0.0549,115.48
0.888,1923,0.994,['Francisco Canaro'],0.512,139733,0.29100000000000004,0,5G5CFwLItSxfy3lsiaL6D7,0.944,4,0.247,-14.599,1,La Java - Remasterizado,0,1923-07-09,0.0407,150.63
0.335,1923,0.000591,['Hykoski Studios'],0.779,136800,0.121,0,5GUQeC4Yp5G89gxfRPJB4G,0.805,1,0.105,-23.027,1,Long Live Love Life,0,1923-03-25,0.0547,100.003
0.8220000000000001,1923,0.973,['Maurice Chevalier'],0.55,194533,0.333,0,5NVr3qEKa1YJiFs4W04JbF,0.0,7,0.213,-15.12,1,Ose Anna,0,1923,0.0543,89.669
0.36,1923,0.986,['Ignacio Corsini'],0.345,140013,0.237,0,5To3LZIEi3F2Uto6huARlu,0.93,6,0.168,-19.972,0,Juan de los Santos Arena - Remasterizado,0,1923-03-29,0.0527,62.794
0.278,1923,0.996,['Francisco Canaro'],0.431,124613,0.241,0,5kY4Yotw4QhL4OCGoJ41NA,0.877,4,0.153,-13.486,1,Los Ojazos de Mi Suegra - Remasterizado,0,1923-07-09,0.0651,117.048
0.564,1923,0.994,['Francisco Canaro'],0.6,173067,0.329,0,5nrgo1baweZCJCSa0gx30D,0.964,7,0.14800000000000002,-14.876,1,La Ratonera - Remasterizado,0,1923-07-09,0.0683,125.571
0.77,1923,6.54e-05,['Macarti'],0.7879999999999999,414749,0.898,0,5wBkFVpjJiuRi8ZomCngAU,0.843,6,0.0393,-9.377,1,Beis Ep,0,1923-02-06,0.0704,125.031
0.473,1923,0.988,['Emma Liebel'],0.219,173960,0.301,0,6B23Olc7unlf1u4g7fKcC9,7.16e-06,3,0.159,-14.602,1,Rien Qu'une Nuit,0,1923,0.0457,77.506
0.727,1923,0.995,['Ignacio Corsini'],0.459,138173,0.129,0,6DIS3aMViX5Fa3TpSn5VZa,0.973,2,0.436,-24.289,1,Sombras - Remasterizado,0,1923-03-29,0.0847,85.152
0.8370000000000001,1923,0.757,['Harry Curtis'],0.74,130064,0.512,0,6DT6nvj99xYdNwh4zc2qVM,0.0,7,0.361,-8.373,1,Glow Worm,0,1923,0.0507,146.037
0.8009999999999999,1923,0.962,['Dranem'],0.57,146693,0.277,0,6FY2h8LhZnDLz2qLiDu0kw,0.0,5,0.318,-15.736,1,Aime Moi Emma,0,1923,0.0648,76.632
0.743,1923,0.995,['Maurice Chevalier'],0.481,115160,0.221,0,6Gevw7gzy3smhlriQzlCVG,1.78e-06,1,0.47,-17.99,0,Couplets De La Haut,0,1923,0.163,88.538
0.542,1923,0.97,['Francisco Canaro'],0.32299999999999995,186080,0.458,0,6LAMHr6Zzx6q8h0BtL2toL,0.928,1,0.112,-15.815,1,Camel - Remasterizado,0,1923-07-09,0.0526,186.768
0.152,1923,0.784,['4509 STARPASS Prodcutions'],0.628,256981,0.091,0,6VWSJhuxjaIQdsE37xXfDj,0.000944,0,0.102,-18.878,1,Great is Thy Faithfulness,0,1923,0.0398,130.486
0.524,1923,0.987,['Perchicot'],0.374,198507,0.383,0,6nL3RDerJ8lSOX1anIzpdz,0.0,5,0.241,-15.804,1,Quand On Aime On A Toujours Vingt Ans,0,1923,0.188,169.83599999999996
0.758,1923,0.7490000000000001,['Harry Curtis'],0.667,135053,0.408,0,6wgJnau215hVv6zrtPkBuz,0.0,8,0.0748,-9.513,1,Bye Bye Blackbird,0,1923,0.0286,132.023
0.552,1923,0.8690000000000001,['Harry Curtis'],0.489,180062,0.392,0,6yqYqwtzaMNOHDiNScVuwc,0.0,0,0.0618,-11.049,1,Paper Doll,0,1923,0.0333,140.085
0.765,1923,0.993,['Fortugé'],0.687,187933,0.173,0,71tnorDlCFZ4g2c1VEaQkR,0.0,5,0.86,-14.726,1,C'est Jeune Et Ca N'sait Pas,0,1923,0.0772,114.198
0.8140000000000001,1923,0.996,['Francisco Canaro'],0.684,177173,0.262,0,7EvnfhaPaXURHPoLaFZyRE,0.975,10,0.149,-14.356,1,Ave María - Remasterizado,0,1923-07-09,0.0666,120.389
0.659,1923,0.996,['Ignacio Corsini'],0.335,128547,0.096,0,7Hto89Th3bfsBMaBV70PWW,0.7659999999999999,11,0.158,-27.47300000000001,0,La Cabeza del Italiano - Remasterizado,0,1923-03-29,0.0883,147.183
0.6679999999999999,1923,0.99,['Ignacio Corsini'],0.396,144680,0.246,0,7IP5SZ3br2KrmaU4zVvUGk,0.893,6,0.165,-21.15,1,Veni Pebeta - Remasterizado,0,1923-03-29,0.0565,63.823
0.588,1923,0.992,['Francisco Canaro'],0.594,182907,0.231,0,7cXBqrsP9vw9n31zBR3HFg,0.932,6,0.14800000000000002,-15.425,0,Sacate la Caretita - Remasterizado,0,1923-07-09,0.0608,117.917
0.488,1923,0.815,['Harry Curtis'],0.7240000000000001,134060,0.32299999999999995,0,7dkz2VUbSc7Q884erTp7pG,0.0,2,0.0997,-13.774,0,You Can't Fool a Broken Heart,0,1923,0.0303,109.014
0.0661,1923,0.994,"['Qatar Concert Choir', 'Giovanni Pasini']",0.419,230910,0.114,0,7li6UhaaGIR6qcrZKdj1V6,0.96,5,0.0681,-18.409,0,"The Four Seasons: 'Winter' in F Minor, RV 297: Allegro non Molto - Choral Version",0,1923,0.0476,127.638
0.664,1923,0.955,"['Eugénie Buffet', 'René De Buxeuil']",0.515,186693,0.219,0,7uLMgGFcaP2GFyyXzcgSXj,0.0,0,0.31,-15.755999999999998,1,Ma Chanson,0,1923,0.108,85.385
0.8270000000000001,1923,0.995,['Dréan'],0.6459999999999999,170040,0.345,0,7xHvQztpZzhaR9JRaeXDhM,3.82e-06,1,0.196,-11.057,1,Si Tu Vois Ma Tante,0,1923,0.07200000000000001,122.159
0.655,1924,0.994,"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",0.721,148493,0.238,0,6rEw2OvQHSwaPfYSv9proK,0.162,2,0.135,-12.591,1,In My Merry Oldsmobile,12,1924,0.0419,111.372
0.8320000000000001,1924,0.816,"['Paul Whiteman & His Orchestra', 'Bix Beiderbecke']",0.6779999999999999,206000,0.395,0,59UEylF5pnWCXm91Hzk2Q9,0.24,3,0.1,-9.825,1,Mississippi Mud (feat. Bix Beiderbecke),13,1924,0.133,184.446
0.542,1924,0.818,"['The Chenille Sisters', ""James Dapogny's Chicago Jazz Band""]",0.7120000000000001,133200,0.312,0,0JisTodwlw4iokUY4zEfMb,0.0,8,0.171,-11.535,1,Low Gravy,11,1924,0.0552,76.98100000000002
0.648,1924,0.946,"['Paul Whiteman & His Orchestra', 'Bix Beiderbecke']",0.693,169867,0.319,0,5l3GHotrnIYZcaxvDgHbst,0.0121,8,0.4970000000000001,-11.152,0,Changes,7,1924,0.0545,107.014
0.8540000000000001,1924,0.981,"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",0.865,178773,0.326,0,3mKyLrlesMkJpHAarbeXCU,0.236,8,0.249,-12.64,1,Sunday,7,1924,0.0492,108.316
0.763,1924,0.989,"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",0.625,181933,0.275,0,5fihSggqWM5vABDBrKxGhE,0.8240000000000001,0,0.483,-11.668,0,Slow River,6,1924,0.0358,104.05
0.923,1924,0.983,"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",0.7809999999999999,193000,0.303,0,6ElNcnaA5qDK4VlXrLrqvx,0.0821,10,0.0582,-9.205,1,I'm Looking Over a Four-Leaf Clover (feat. Bix Beiderbecke),6,1924,0.0417,110.684
0.962,1924,0.952,"['Bix Beiderbecke', 'Jean Goldkette and his Orchestra']",0.618,161800,0.568,0,7zdqEebfxYBKKYfLpRDcZb,0.868,7,0.106,-8.876,1,My Pretty Girl,7,1924,0.083,128.99
0.688,1924,0.94,"['Bix Beiderbecke', 'Hoagy Carmichael & His Orchestra']",0.61,169000,0.784,0,0B6ttII7PpRQXgreuJCLv1,0.105,8,0.0835,-8.734,1,Barnacle Bill The Sailor,5,1924,0.266,131.186
0.825,1924,0.995,"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",0.614,185000,0.504,0,7AO6HiSVKT8WjYGc5Oh9ws,0.243,3,0.569,-10.579,1,I Didn't Know,6,1924,0.0332,101.04
0.7759999999999999,1924,0.93,"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",0.679,171227,0.287,0,3t9Atfmz1AsCUoltGcOWm6,0.212,10,0.0627,-10.867,0,Idolizing,4,1924,0.0427,111.344
0.6579999999999999,1924,0.995,"['Paul Whiteman & His Orchestra', 'Bix Beiderbecke', 'Bing Crosby']",0.588,211987,0.209,0,4qdExp8yEjjREnW6qe59qT,0.853,5,0.119,-13.757,1,There Ain't No Sweet Man That's Worth the Salt of My Tears,4,1924,0.114,169.049
0.366,1924,0.987,"['Hoagy Carmichael & His Orchestra', 'Bix Beiderbecke']",0.488,189000,0.204,0,661CAsOnUSYImyPn8PwtfN,0.0954,10,0.327,-13.313,1,Georgia On My Mind (feat. Bix Beiderbecke),5,1924,0.0447,104.229
0.905,1924,0.973,"['Paul Whiteman & His Orchestra', 'Bix Beiderbecke']",0.6779999999999999,202000,0.458,0,6tWzn21SATD02S0ts7BSPA,0.929,10,0.0675,-11.597,0,San,4,1924,0.0478,111.731
0.961,1924,0.987,"['Jean Goldkette and his Orchestra', 'Bix Beiderbecke']",0.625,181173,0.34600000000000003,0,7otUCdCHZmbKknO9fVKSNx,0.928,8,0.373,-12.467,1,Clementine (From New Orleans) - Remastered 1989,4,1924,0.0686,177.112
0.7809999999999999,1924,0.8590000000000001,"['Paul Whiteman & His Orchestra', 'Bix Beiderbecke']",0.765,196000,0.378,0,0WpK3FoUfvOcfTtU6X0hbH,0.8370000000000001,7,0.25,-12.191,1,Sugar,3,1924,0.0796,105.349
